,Headlines,City,accented_city,latitude,longitude,countrycode,pop,cluster,x,y
463,Hepatitis A re-emerges in Foster City,Foster City,Foster City,37.55855,-122.27108,US,33477.0,0,-122.27108,37.55855
464,How to Avoid Tuberculosis in Santa Monica,Santa Monica,Santa Monica,34.01949,-118.49138,US,93220.0,0,-118.49138,34.01949
465,Zika reported in Fort Pierce,Fort Pierce,Fort Pierce,27.44671,-80.32561,US,44484.0,0,-80.32561,27.44671
466,Authorities are Worried about the Spread of Syphilis in Pyongyang,Pyongyang,Pyongyang,39.03385,125.75432,KP,3222000.0,3,125.75432,39.03385
467,Zika spreads to Winter Park,Winter Park,Winter Park,28.6,-81.33924,US,29943.0,0,-81.33924,28.6
468,Durango is infested with Hepatitis B,Durango,Durango,43.17124,-2.6338,ES,28229.0,2,-2.6338,43.17124
469,Hepatitis A has not Left Staten Island,Staten Island,Staten Island,40.56233,-74.13986,US,468730.0,0,-74.13986,40.56233
470,Mpika authorities confirmed the spread of Chikungunya,Mpika,Mpika,-11.83431,31.45287,ZM,28445.0,8,31.45287,-11.83431
471,Gladstone Encounters Severe Symptoms of Dengue,Gladstone,Gladstone,-23.84852,151.25775,AU,30489.0,4,151.25775,-23.84852
472,Mad Cow Disease Hits London,London,London,51.50853,-0.12574,GB,8961989.0,2,-0.12574,51.50853
473,New Milford Patient in Critical Condition after Contracting Respiratory Syncyti,New Milford,New Milford,40.9351,-74.01903,US,16801.0,0,-74.01903,40.9351
474,More people in Palo Alto are infected with HIV every year,Palo Alto,Palo Alto,37.44188,-122.14302,US,66853.0,0,-122.14302,37.44188
475,HIV Symptoms Spread all over Hinthada,Hinthada,Hinthada,17.64944,95.45705,MM,134947.0,3,95.45705,17.64944
476,Zika symptoms spotted in Quito,Quito,Quito,-0.22985,-78.52495,EC,2781641.0,0,-78.52495,-0.22985
477,Vineland authorities confirmed the spread of Chlamydia,Vineland,Vineland,39.48623,-75.02573,US,60818.0,0,-75.02573,39.48623
478,"Sulu, Zamboanga brace for Zika",Zamboanga,Zamboanga,6.91028,122.07389,PH,457623.0,3,122.07389,6.91028
479,More Zika patients reported in Custodia,Custodia,Custódia,-8.0875,-37.64306,BR,18107.0,1,-37.64306,-8.0875
480,Tupelo Residents Recieve Syphilis vaccine,Tupelo,Tupelo,34.25807,-88.70464,US,35680.0,0,-88.70464,34.25807
482,Spanish Flu Outbreak in Lisbon,Lisbon,Lisbon,38.71667,-9.13333,PT,517802.0,2,-9.13333,38.71667
483,Spanish Flu Spreading through Madrid,Madrid,Madrid,40.4165,-3.70256,ES,3255944.0,2,-3.70256,40.4165
484,Barcelona Struck by Spanish Flu,Barcelona,Barcelona,41.38879,2.15899,ES,1620343.0,2,2.15899,41.38879
485,The Spread of Dengue in Yakima has been Confirmed,Yakima,Yakima,46.60207,-120.5059,US,93701.0,0,-120.5059,46.60207
486,Tuberculosis Hits Luanda,Luanda,Luanda,-8.83682,13.23432,AO,2776168.0,9,13.23432,-8.83682
487,Will West Nile Virus vaccine help Dumai?,Dumai,Dumai,1.66711,101.44316,ID,143760.0,3,101.44316,1.66711
488,Rumors about Chlamydia spreading in Redmond have been refuted,Redmond,Redmond,47.67399,-122.12151,US,60598.0,0,-122.12151,47.67399
489,Case of Varicella Reported in Concord,Concord,Concord,37.97798,-122.03107,US,128667.0,0,-122.03107,37.97798
490,Zika virus case reported in Rockland,Rockland,Rockland,42.13066,-70.91616,US,17982.0,0,-70.91616,42.13066
491,Zika investigators coming to Mankato,Mankato,Mankato,44.15906,-94.00915,US,41044.0,0,-94.00915,44.15906
492,Toms River Encounters Severe Symptoms of Respiratory Syncytial Virus,Toms River,Toms River,39.95373,-74.19792,US,88791.0,0,-74.19792,39.95373
493,The Spread of Malaria in Zanzibar has been Confirmed,Zanzibar,Zanzibar,-6.16394,39.19793,TZ,403658.0,6,39.19793,-6.16394
494,Malaria Outbreak Hits Zanzibar's Tourist Industry,Zanzibar,Zanzibar,-6.16394,39.19793,TZ,403658.0,6,39.19793,-6.16394
495,Tourist Perishes from Malaria in Arusha,Arusha,Arusha,-3.36667,36.68333,TZ,341136.0,6,36.68333,-3.36667
496,Herpes Symptoms Spread all over New Kingston,New Kingston,New Kingston,18.00747,-76.78319,JM,583958.0,0,-76.78319,18.00747
497,More people in Yokohama are infected with Norovirus every year,Yokohama,Yokohama,35.43333,139.65,JP,3761630.0,3,139.65,35.43333
498,More people in Kitwe are infected with Respiratory Syncytial Virus every year,Kitwe,Kitwe,-12.80243,28.21323,ZM,400914.0,8,28.21323,-12.80243
499,Hepatitis D Keeps Spreading in Bismarck,Bismarck,Bismarck,46.80833,-100.78374,US,71167.0,0,-100.78374,46.80833
500,Varicella Outbreak in Minot,Minot,Minot,48.23251,-101.29627,US,49450.0,0,-101.29627,48.23251
501,Malaria has Arrived in Terrebonne,Terrebonne,Terrebonne,45.70004,-73.64732,CA,111575.0,0,-73.64732,45.70004
502,Chikungunya Keeps Spreading in North Vancouver,North Vancouver,North Vancouver,49.31636,-123.06934,CA,48000.0,0,-123.06934,49.31636
503,Authorities are Worried about the Spread of Chickenpox in Hemet,Hemet,Hemet,33.74761,-116.97307,US,83861.0,0,-116.97307,33.74761
506,Rumors about Hepatitis C spreading in Darien have been refuted,Darien,Darien,41.75198,-87.97395,US,22256.0,0,-87.97395,41.75198
507,The Spread of West Nile Virus in Fairfield has been Confirmed,Fairfield,Fairfield,38.24936,-122.03997,US,112970.0,0,-122.03997,38.24936
508,Princeton Encounters Severe Symptoms of Dengue,Princeton,Princeton,25.53844,-80.40894,US,39308.0,0,-80.40894,25.53844
509,Norovirus Keeps Spreading in Copenhagen,Copenhagen,Copenhagen,55.67594,12.56553,DK,1153615.0,2,12.56553,55.67594
510,Wuhan is infested with Varicella,Wuhan,Wuhan,30.58333,114.26667,CN,10392693.0,3,114.26667,30.58333
511,Zika spreads to San Luis Potosi,San Luis Potosi,San Luis Potosí,22.14982,-100.97916,MX,722772.0,0,-100.97916,22.14982
513,Spike of Norovirus Cases in Canberra,Canberra,Canberra,-35.28346,149.12807,AU,367752.0,4,149.12807,-35.28346
514,Zika Troubles come to Greater Noida,Greater Noida,Greater Noida,28.49615,77.53601,IN,293908.0,7,77.53601,28.49615
515,Lower Hospitalization in Palm Springs after Hepatitis A Vaccine becomes Mandato,Palm Springs,Palm Springs,33.8303,-116.54529,US,47371.0,0,-116.54529,33.8303
517,Outbreak of Zika in Leesburg,Leesburg,Leesburg,39.11566,-77.5636,US,51209.0,0,-77.5636,39.11566
518,Authorities are Worried about the Spread of Tuberculosis in Cantu,Cantu,Cantù,45.74096,9.13084,IT,39917.0,2,9.13084,45.74096
520,New medicine wipes out HIV in Kihei,Kihei,Kīhei,20.76462,-156.44578,US,20881.0,-1,-156.44578,20.76462
521,Sangre Grande Residents Recieve Gonorrhea vaccine,Sangre Grande,Sangre Grande,10.58705,-61.13008,TT,15968.0,0,-61.13008,10.58705
522,Outbreak of Zika in Colombo,Colombo,Colombo,6.93548,79.84868,LK,648034.0,7,79.84868,6.93548
523,Will Rotavirus vaccine help Addis Ababa?,Addis Ababa,Addis Ababa,9.02497,38.74689,ET,2757729.0,10,38.74689,9.02497
524,Stony Brook University experts discuss Zika virus,University,University,28.07389,-82.43902,US,41163.0,0,-82.43902,28.07389
525,Lower Hospitalization in Janesville after Varicella Vaccine becomes Mandatory,Janesville,Janesville,42.68279,-89.01872,US,64123.0,0,-89.01872,42.68279
526,Rabies Outbreak in Altus,Altus,Altus,34.63813,-99.33398,US,19214.0,0,-99.33398,34.63813
527,Miami resident suggests Zika precautions,Miami,Miami,25.77427,-80.19366,US,441003.0,0,-80.19366,25.77427
528,Zika Troubles come to Jaen,Jaen,Jaen,15.3275,120.9192,PH,39700.0,3,120.9192,15.3275
529,Hepatitis B Exposure in Edinburgh,Edinburgh,Edinburgh,55.95206,-3.19648,GB,506520.0,2,-3.19648,55.95206
530,Zika case reported in Reynosa,Reynosa,Reynosa,26.08061,-98.28835,MX,589466.0,0,-98.28835,26.08061
531,Schools in Tulare Closed Due to Mumps Outbreak,Tulare,Tulare,36.20773,-119.34734,US,62315.0,0,-119.34734,36.20773
532,More Zika patients reported in Chennai,Chennai,Chennai,13.08784,80.27847,IN,4681087.0,7,80.27847,13.08784
533,Hepatitis D Keeps Spreading in Danvers,Danvers,Danvers,42.57509,-70.93005,US,26493.0,0,-70.93005,42.57509
534,Authorities a Miami,Miami,Miami,25.77427,-80.19366,US,441003.0,0,-80.19366,25.77427
535,Zika case reported in Medellin,Medellin,Medellín,6.25184,-75.56359,CO,1999979.0,0,-75.56359,6.25184
536,Spike of Tuberculosis Cases in Albuquerque,Albuquerque,Albuquerque,35.08449,-106.65114,US,559121.0,0,-106.65114,35.08449
537,More people in Cranford are infected with Hepatitis A every year,Cranford,Cranford,40.65844,-74.29959,US,22627.0,0,-74.29959,40.65844
538,West Nile Virus Hits Monroe,Monroe,Monroe,32.50931,-92.1193,US,49598.0,0,-92.1193,32.50931
539,Pneumonia Outbreak in Springville,Springville,Springville,40.16523,-111.61075,US,32286.0,0,-111.61075,40.16523
540,Zika arrives in San Onofre,San Onofre,San Onofre,9.73586,-75.52626,CO,32957.0,0,-75.52626,9.73586
541,Lung Cancer Rates Increasing in Moscow,Moscow,Moscow,55.75222,37.61556,RU,10381222.0,-1,37.61556,55.75222
542,Rumors about Rotavirus Spreading in Joliet have been Refuted,Joliet,Joliet,41.52519,-88.0834,US,147861.0,0,-88.0834,41.52519
543,More Zika patients reported in Chanthaburi,Chanthaburi,Chanthaburi,12.60961,102.10447,TH,99819.0,3,102.10447,12.60961
544,Lawrenceville is infested with Dengue,Lawrenceville,Lawrenceville,33.95621,-83.98796,US,30493.0,0,-83.98796,33.95621
545,Zika Reported in Ciudad Acuna,Ciudad Acuna,Ciudad Acuña,29.32322,-100.95217,MX,134233.0,0,-100.95217,29.32322
546,Zika case reported in Limoeiro,Limoeiro,Limoeiro,-7.87472,-35.45028,BR,42328.0,1,-35.45028,-7.87472
547,Ibadan tests new cure for Malaria,Ibadan,Ibadan,7.37756,3.90591,NG,3649000.0,9,3.90591,7.37756
548,Gonorrhea has Arrived in Avon Lake,Avon Lake,Avon Lake,41.50532,-82.0282,US,23453.0,0,-82.0282,41.50532
549,Pneumonia has not Left Kinshasa,Kinshasa,Kinshasa,-4.32758,15.31357,CD,7785965.0,9,15.31357,-4.32758
550,Respiratory Syncytial Virus Hits Henderson,Henderson,Henderson,36.0397,-114.98194,US,285667.0,0,-114.98194,36.0397
551,More Zika patients reported in Lakeland,Lakeland,Lakeland,28.03947,-81.9498,US,104401.0,0,-81.9498,28.03947
552,Malaria Vaccine is now Required in Winona,Winona,Winona,44.04996,-91.63932,US,27094.0,0,-91.63932,44.04996
553,More Patients in Canton are Getting Diagnosed with Norovirus,Canton,Canton,42.30865,-83.48216,US,86825.0,0,-83.48216,42.30865
554,Ronkonkoma is infested with Chickenpox,Ronkonkoma,Ronkonkoma,40.81538,-73.11233,US,19082.0,0,-73.11233,40.81538
555,Kedougou tests new cure for Hepatitis C,Kedougou,Kédougou,12.55561,-12.18076,SN,17922.0,5,-12.18076,12.55561
556,Gonorrhea Exposure in Norwalk,Norwalk,Norwalk,33.90224,-118.08173,US,107140.0,0,-118.08173,33.90224
557,How to Avoid Rhinovirus in Medford,Medford,Medford,42.32652,-122.87559,US,79805.0,0,-122.87559,42.32652
558,Hepatitis D Symptoms Spread all over Evansville,Evansville,Evansville,37.97476,-87.55585,US,119943.0,0,-87.55585,37.97476
559,New medicine wipes out Herpes in Bossier City,Bossier City,Bossier City,32.51599,-93.73212,US,68094.0,0,-93.73212,32.51599
560,Pneumonia Exposure in San Jose,San Jose,San Jose,37.33939,-121.89496,US,1026908.0,0,-121.89496,37.33939
561,Authorities are Worried about the Spread of Mad Cow Disease in Edinburgh,Edinburgh,Edinburgh,55.95206,-3.19648,GB,506520.0,2,-3.19648,55.95206
562,Duluth Patient in Critical Condition after Contracting Rotavirus,Duluth,Duluth,46.78327,-92.10658,US,86110.0,0,-92.10658,46.78327
564,Norfolk tests new cure for Herpes,Norfolk,Norfolk,36.84681,-76.28522,US,246393.0,0,-76.28522,36.84681
565,More Zika patients reported in Botucatu,Botucatu,Botucatu,-22.88583,-48.445,BR,148130.0,1,-48.445,-22.88583
566,Manassas Encounters Severe Symptoms of Measles,Manassas,Manassas,38.75095,-77.47527,US,41764.0,0,-77.47527,38.75095
567,Fayetteville authorities confirmed the spread of HIV,Fayetteville,Fayetteville,35.05266,-78.87836,US,201963.0,0,-78.87836,35.05266
568,Varicella Exposure in Cambridge,Cambridge,Cambridge,52.2,0.11667,GB,145674.0,2,0.11667,52.2
569,Hepatitis A Vaccine is now Required in Fukushima,Fukushima,Fukushima,37.75,140.46667,JP,294237.0,3,140.46667,37.75
570,Zika Outbreak in South Miami,Miami,Miami,25.77427,-80.19366,US,441003.0,0,-80.19366,25.77427
571,Hepatitis D Symptoms Spread all over North Bethesda,North Bethesda,North Bethesda,39.04455,-77.11887,US,43828.0,0,-77.11887,39.04455
572,Panama City's first Zika related death,Panama City,Panama City,30.15946,-85.65983,US,38286.0,0,-85.65983,30.15946
573,West Nile Virus has Arrived in Dongguan,Dongguan,Dongguan,23.01797,113.74866,CN,9644871.0,3,113.74866,23.01797
574,Zika arrives in Belmopan,Belmopan,Belmopan,17.25,-88.76667,BZ,13381.0,0,-88.76667,17.25
575,Zika seminars in Yuma County,Yuma,Yuma,32.72532,-114.6244,US,94139.0,0,-114.6244,32.72532
576,Rumors about Hepatitis E Spreading in Morristown have been Refuted,Morristown,Morristown,36.21398,-83.29489,US,29478.0,0,-83.29489,36.21398
577,Mumps Outbreak in Joplin,Joplin,Joplin,37.08423,-94.51328,US,51818.0,0,-94.51328,37.08423
579,Authorities are Worried about the Spread of Mumps in Corona,Corona,Corona,33.87529,-117.56644,US,164226.0,0,-117.56644,33.87529
580,Schools in Danville Closed Due to Tuberculosis Outbreak,Danville,Danville,37.82159,-121.99996,US,44400.0,0,-121.99996,37.82159
581,Outbreak of Zika in Alvorada,Alvorada,Alvorada,-29.9904,-51.0781,BR,211352.0,1,-51.0781,-29.9904
582,Marquette tests new cure for Hepatitis A,Marquette,Marquette,46.54354,-87.39542,US,21297.0,0,-87.39542,46.54354
583,Norovirus Vaccine is now Required in Anaheim,Anaheim,Anaheim,33.83529,-117.9145,US,350742.0,0,-117.9145,33.83529
584,Zika Outbreak in Manaus,Manaus,Manaus,-3.10194,-60.025,BR,2219580.0,-1,-60.025,-3.10194
585,Zika spreads to Caucasia,Caucasia,Caucasia,7.98654,-75.19349,CO,58034.0,0,-75.19349,7.98654
586,Case of Malaria Reported in Aurora,Aurora,Aurora,39.72943,-104.83192,US,359407.0,0,-104.83192,39.72943
587,Manchester Residents Recieve Influenza vaccine,Manchester,Manchester,53.48095,-2.23743,GB,395515.0,2,-2.23743,53.48095
588,Zika spreads to Kamphaeng Phet,Kamphaeng Phet,Kamphaeng Phet,16.48344,99.52153,TH,58787.0,3,99.52153,16.48344
589,Rotavirus Vaccine is now Required in Labasa,Labasa,Labasa,-16.4332,179.36451,FJ,27949.0,12,179.36451,-16.4332
590,The Spread of Hepatitis E in Fargo has been Confirmed,Fargo,Fargo,46.87719,-96.7898,US,118523.0,0,-96.7898,46.87719
591,Zika Outbreak in Mexicali,Mexicali,Mexicali,32.62781,-115.45446,MX,1032686.0,0,-115.45446,32.62781
592,West Nile Virus Keeps Spreading in Hauppauge,Hauppauge,Hauppauge,40.82565,-73.20261,US,20882.0,0,-73.20261,40.82565
593,Bronchitis Keeps Spreading in Hayward,Hayward,Hayward,37.66882,-122.0808,US,158289.0,0,-122.0808,37.66882
596,Zika spreads to Plant City,Plant City,Plant City,28.01888,-82.11469,US,37406.0,0,-82.11469,28.01888
597,Chlamydia Exposure in Sanaa,Sanaa,Sanaa,15.35472,44.20667,YE,1937451.0,10,44.20667,15.35472
598,Zika Reported in North Miami Beach,North Miami Beach,North Miami Beach,25.93315,-80.16255,US,43971.0,0,-80.16255,25.93315
599,More Patients in Kensington are Getting Diagnosed with Varicella,Kensington,Kensington,40.64621,-73.97069,US,39120.0,0,-73.97069,40.64621
601,Case of West Nile Virus Reported in Riverside,Riverside,Riverside,33.95335,-117.39616,US,322424.0,0,-117.39616,33.95335
602,Northfield Encounters Severe Symptoms of Herpes,Northfield,Northfield,44.4583,-93.1616,US,20380.0,0,-93.1616,44.4583
603,The Spread of Respiratory Syncytial Virus in Monroe has been Confirmed,Monroe,Monroe,32.50931,-92.1193,US,49598.0,0,-92.1193,32.50931
604,How to Avoid Hepatitis B in Trenton,Trenton,Trenton,40.21705,-74.74294,US,84225.0,0,-74.74294,40.21705
605,Zika Reported in Ilopango,Ilopango,Ilopango,13.70167,-89.10944,SV,38890.0,0,-89.10944,13.70167
606,Barstow Patient in Critical Condition after Contracting Herpes,Barstow,Barstow,34.89859,-117.02282,US,23692.0,0,-117.02282,34.89859
607,Hepatitis D Exposure in Aswan,Aswan,Aswan,24.09082,32.89942,EG,379774.0,10,32.89942,24.09082
608,Will Gonorrhea vaccine help East Moline?,East Moline,East Moline,41.50087,-90.4443,US,21350.0,0,-90.4443,41.50087
609,New medicine wipes out Influenza in Redlands,Redlands,Redlands,34.05557,-117.18254,US,71035.0,0,-117.18254,34.05557
610,How to Avoid Contaminated Meat when Visiting Basel,Basel,Basel,47.55839,7.57327,CH,164488.0,2,7.57327,47.55839
611,More Zika patients reported in Kampong Speu,Kampong Speu,Kampong Speu,11.45332,104.52085,KH,33231.0,3,104.52085,11.45332
612,Alameda Residents Recieve Rabies vaccine,Alameda,Alameda,37.77099,-122.26087,US,78630.0,0,-122.26087,37.77099
613,Mad Cow Disease Detected in Lyon,Lyon,Lyon,45.74846,4.84671,FR,522969.0,2,4.84671,45.74846
614,Memphis Encounters Severe Symptoms of Swine Flu,Memphis,Memphis,35.14953,-90.04898,US,633104.0,0,-90.04898,35.14953
615,Zika Troubles come to Delray Beach,Delray Beach,Delray Beach,26.46146,-80.07282,US,66255.0,0,-80.07282,26.46146
616,How to Avoid Chikungunya in Hampton,Hampton,Hampton,37.02987,-76.34522,US,136454.0,0,-76.34522,37.02987
617,Zika Reported in Sao Jose,Sao Jose,São José,-28.21171,-49.1632,BR,200000.0,1,-49.1632,-28.21171
618,Case of Norovirus Reported in Stratford,Stratford,Stratford,41.18454,-73.13317,US,51384.0,0,-73.13317,41.18454
619,How to Avoid Hepatitis E in South Bend,South Bend,South Bend,41.68338,-86.25001,US,101516.0,0,-86.25001,41.68338
620,Hepatitis C Outbreak in Bethlehem,Bethlehem,Bethlehem,-28.23078,28.30707,ZA,83654.0,8,28.30707,-28.23078
621,Davenport is infested with Dengue,Davenport,Davenport,41.52364,-90.57764,US,102582.0,0,-90.57764,41.52364
622,Rumors about Swine Flu spreading in Suzhou have been refuted,Suzhou,Suzhou,31.30408,120.59538,CN,6715559.0,3,120.59538,31.30408
623,Malaria Vaccine is now Required in Elyria,Elyria,Elyria,41.36838,-82.10765,US,53775.0,0,-82.10765,41.36838
625,Case of Swine Flu Reported in Tbilisi,Tbilisi,Tbilisi,41.69411,44.83368,GE,1049498.0,11,44.83368,41.69411
628,Influenza Keeps Spreading in Suffolk,Suffolk,Suffolk,36.72836,-76.58496,US,88161.0,0,-76.58496,36.72836
629,More people in Allentown are infected with Chlamydia every year,Allentown,Allentown,40.60843,-75.49018,US,120207.0,0,-75.49018,40.60843
630,Mad Cow Disease re-emerges in Bedford,Bedford,Bedford,52.13459,-0.46632,GB,106940.0,2,-0.46632,52.13459
631,Authorities are Worried about the Spread of Hepatitis B in Yiwu,Yiwu,Yiwu,29.31506,120.07676,CN,1481384.0,3,120.07676,29.31506
632,Zika Outbreak in Yurimaguas,Yurimaguas,Yurimaguas,-5.90181,-76.12234,PE,41827.0,0,-76.12234,-5.90181
633,Dengue Outbreak in Easton,Easton,Easton,40.68843,-75.22073,US,26915.0,0,-75.22073,40.68843
634,Varicella has Arrived in Milton,Milton,Milton,43.51681,-79.88294,CA,132979.0,0,-79.88294,43.51681
635,New medicine wipes out Meningitis in Sevilla,Sevilla,Sevilla,37.38283,-5.97317,ES,684234.0,2,-5.97317,37.38283
636,Authorities are Worried about the Spread of Varicella in Clovis,Clovis,Clovis,36.82523,-119.70292,US,104180.0,0,-119.70292,36.82523
637,More Zika patients reported in Fort Worth,Fort Worth,Fort Worth,32.72541,-97.32085,US,918915.0,0,-97.32085,32.72541
638,Zika symptoms spotted in Boynton Beach,Boynton Beach,Boynton Beach,26.52535,-80.06643,US,73966.0,0,-80.06643,26.52535
639,Outbreak of Zika in Portoviejo,Portoviejo,Portoviejo,-1.05458,-80.45445,EC,321800.0,0,-80.45445,-1.05458
640,Influenza Exposure in Muscat,Muscat,Muscat,23.58413,58.40778,OM,797000.0,-1,58.40778,23.58413
641,Rumors about Rabies spreading in Jerusalem have been refuted,Jerusalem,Jerusalem,31.76904,35.21633,IL,971800.0,10,35.21633,31.76904
642,More Zika patients reported in Indang,Indang,Indang,14.19528,120.87694,PH,41159.0,3,120.87694,14.19528
643,Suva authorities confirmed the spread of Rotavirus,Suva,Suva,-18.13683,178.42531,FJ,77366.0,12,178.42531,-18.13683
644,More Zika patients reported in Bella Vista,Bella Vista,Bella Vista,18.45539,-69.9454,DO,175683.0,0,-69.9454,18.45539
645,Zika Outbreak in Wichita Falls,Wichita Falls,Wichita Falls,33.91371,-98.49339,US,104710.0,0,-98.49339,33.91371
